코드,기준코드,기준,구코드,신코드,변경일,구_시도명,구_시군구명,신_시도명,신_시군구명,읍면동명
1275035000,4678035000,구코드,4678035000,1275035000,2026-06-30,전라남도,보성군,전남광주통합특별시,보성군,복내면
1275036000,4678036000,구코드,4678036000,1275036000,2026-06-30,전라남도,보성군,전남광주통합특별시,보성군,문덕면
1275037000,4678037000,구코드,4678037000,1275037000,2026-06-30,전라남도,보성군,전남광주통합특별시,보성군,조성면
1275038000,4678038000,구코드,4678038000,1275038000,2026-06-30,전라남도,보성군,전남광주통합특별시,보성군,득량면
1275039000,4678039000,구코드,4678039000,1275039000,2026-06-30,전라남도,보성군,전남광주통합특별시,보성군,회천면
1275040000,4678040000,구코드,4678040000,1275040000,2026-06-30,전라남도,보성군,전남광주통합특별시,보성군,웅치면
1276025000,4679025000,구코드,4679025000,1276025000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,화순읍
1276031000,4679031000,구코드,4679031000,1276031000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,한천면
1276032000,4679032000,구코드,4679032000,1276032000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,춘양면
1276033000,4679033000,구코드,4679033000,1276033000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,청풍면
1276034000,4679034000,구코드,4679034000,1276034000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,이양면
1276035000,4679035000,구코드,4679035000,1276035000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,능주면
1276036000,4679036000,구코드,4679036000,1276036000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,도곡면
1276037000,4679037000,구코드,4679037000,1276037000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,도암면
1276038000,4679038000,구코드,4679038000,1276038000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,이서면
1276039500,4679039500,구코드,4679039500,1276039500,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,백아면
1276040000,4679040000,구코드,4679040000,1276040000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,동복면
1276041500,4679041500,구코드,4679041500,1276041500,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,사평면
1276042000,4679042000,구코드,4679042000,1276042000,2026-06-30,전라남도,화순군,전남광주통합특별시,화순군,동면
1277025000,4680025000,구코드,4680025000,1277025000,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,장흥읍
1277025300,4680025300,구코드,4680025300,1277025300,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,관산읍
1277025600,4680025600,구코드,4680025600,1277025600,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,대덕읍
1277031000,4680031000,구코드,4680031000,1277031000,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,용산면
1277032000,4680032000,구코드,4680032000,1277032000,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,안양면
1277033000,4680033000,구코드,4680033000,1277033000,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,장동면
1277034000,4680034000,구코드,4680034000,1277034000,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,장평면
1277035000,4680035000,구코드,4680035000,1277035000,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,유치면
1277036000,4680036000,구코드,4680036000,1277036000,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,부산면
1277037000,4680037000,구코드,4680037000,1277037000,2026-06-30,전라남도,장흥군,전남광주통합특별시,장흥군,회진면
1278025000,4681025000,구코드,4681025000,1278025000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,강진읍
1278031000,4681031000,구코드,4681031000,1278031000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,군동면
1278032000,4681032000,구코드,4681032000,1278032000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,칠량면
1278033000,4681033000,구코드,4681033000,1278033000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,대구면
1278034000,4681034000,구코드,4681034000,1278034000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,도암면
1278035000,4681035000,구코드,4681035000,1278035000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,신전면
1278036000,4681036000,구코드,4681036000,1278036000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,성전면
1278037000,4681037000,구코드,4681037000,1278037000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,작천면
1278038000,4681038000,구코드,4681038000,1278038000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,병영면
1278039000,4681039000,구코드,4681039000,1278039000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,옴천면
1278040000,4681040000,구코드,4681040000,1278040000,2026-06-30,전라남도,강진군,전남광주통합특별시,강진군,마량면
1279025000,4682025000,구코드,4682025000,1279025000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,해남읍
1279031000,4682031000,구코드,4682031000,1279031000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,삼산면
1279032000,4682032000,구코드,4682032000,1279032000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,화산면
1279033000,4682033000,구코드,4682033000,1279033000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,현산면
1279034000,4682034000,구코드,4682034000,1279034000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,송지면
1279035000,4682035000,구코드,4682035000,1279035000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,북평면
1279036000,4682036000,구코드,4682036000,1279036000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,북일면
1279037000,4682037000,구코드,4682037000,1279037000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,옥천면
1279038000,4682038000,구코드,4682038000,1279038000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,계곡면
1279039000,4682039000,구코드,4682039000,1279039000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,마산면
1279040000,4682040000,구코드,4682040000,1279040000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,황산면
1279041000,4682041000,구코드,4682041000,1279041000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,산이면
1279042000,4682042000,구코드,4682042000,1279042000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,문내면
1279043000,4682043000,구코드,4682043000,1279043000,2026-06-30,전라남도,해남군,전남광주통합특별시,해남군,화원면
1280025000,4683025000,구코드,4683025000,1280025000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,영암읍
1280025300,4683025300,구코드,4683025300,1280025300,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,삼호읍
1280031000,4683031000,구코드,4683031000,1280031000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,덕진면
1280032000,4683032000,구코드,4683032000,1280032000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,금정면
1280033000,4683033000,구코드,4683033000,1280033000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,신북면
1280034000,4683034000,구코드,4683034000,1280034000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,시종면
1280035000,4683035000,구코드,4683035000,1280035000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,도포면
1280036000,4683036000,구코드,4683036000,1280036000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,군서면
1280037000,4683037000,구코드,4683037000,1280037000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,서호면
1280038000,4683038000,구코드,4683038000,1280038000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,학산면
1280039000,4683039000,구코드,4683039000,1280039000,2026-06-30,전라남도,영암군,전남광주통합특별시,영암군,미암면
1281025000,4684025000,구코드,4684025000,1281025000,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,무안읍
1281025300,4684025300,구코드,4684025300,1281025300,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,일로읍
1281025600,4684025600,구코드,4684025600,1281025600,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,삼향읍
1281032000,4684032000,구코드,4684032000,1281032000,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,몽탄면
1281033000,4684033000,구코드,4684033000,1281033000,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,청계면
1281034000,4684034000,구코드,4684034000,1281034000,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,현경면
1281035000,4684035000,구코드,4684035000,1281035000,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,망운면
1281036000,4684036000,구코드,4684036000,1281036000,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,해제면
1281037000,4684037000,구코드,4684037000,1281037000,2026-06-30,전라남도,무안군,전남광주통합특별시,무안군,운남면
1282025000,4686025000,구코드,4686025000,1282025000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,함평읍
1282031000,4686031000,구코드,4686031000,1282031000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,손불면
1282032000,4686032000,구코드,4686032000,1282032000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,신광면
1282033000,4686033000,구코드,4686033000,1282033000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,학교면
1282034000,4686034000,구코드,4686034000,1282034000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,엄다면
1282035000,4686035000,구코드,4686035000,1282035000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,대동면
1282036000,4686036000,구코드,4686036000,1282036000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,나산면
1282037000,4686037000,구코드,4686037000,1282037000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,해보면
1282038000,4686038000,구코드,4686038000,1282038000,2026-06-30,전라남도,함평군,전남광주통합특별시,함평군,월야면
1283025000,4687025000,구코드,4687025000,1283025000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,영광읍
1283025300,4687025300,구코드,4687025300,1283025300,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,백수읍
1283025600,4687025600,구코드,4687025600,1283025600,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,홍농읍
1283031000,4687031000,구코드,4687031000,1283031000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,대마면
1283032000,4687032000,구코드,4687032000,1283032000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,묘량면
1283033000,4687033000,구코드,4687033000,1283033000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,불갑면
1283034000,4687034000,구코드,4687034000,1283034000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,군서면
1283035000,4687035000,구코드,4687035000,1283035000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,군남면
1283036000,4687036000,구코드,4687036000,1283036000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,염산면
1283037000,4687037000,구코드,4687037000,1283037000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,법성면
1283038000,4687038000,구코드,4687038000,1283038000,2026-06-30,전라남도,영광군,전남광주통합특별시,영광군,낙월면
1284025000,4688025000,구코드,4688025000,1284025000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,장성읍
1284031000,4688031000,구코드,4688031000,1284031000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,진원면
1284032000,4688032000,구코드,4688032000,1284032000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,남면
1284033000,4688033000,구코드,4688033000,1284033000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,동화면
1284034000,4688034000,구코드,4688034000,1284034000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,삼서면
1284035000,4688035000,구코드,4688035000,1284035000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,삼계면
1284036000,4688036000,구코드,4688036000,1284036000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,황룡면
1284037000,4688037000,구코드,4688037000,1284037000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,서삼면
1284038000,4688038000,구코드,4688038000,1284038000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,북일면
1284039000,4688039000,구코드,4688039000,1284039000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,북이면
1284040000,4688040000,구코드,4688040000,1284040000,2026-06-30,전라남도,장성군,전남광주통합특별시,장성군,북하면
1285025000,4689025000,구코드,4689025000,1285025000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,완도읍
1285025300,4689025300,구코드,4689025300,1285025300,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,금일읍
1285025600,4689025600,구코드,4689025600,1285025600,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,노화읍
1285031000,4689031000,구코드,4689031000,1285031000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,군외면
1285032000,4689032000,구코드,4689032000,1285032000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,신지면
1285033000,4689033000,구코드,4689033000,1285033000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,고금면
1285034000,4689034000,구코드,4689034000,1285034000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,약산면
1285035000,4689035000,구코드,4689035000,1285035000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,청산면
1285036000,4689036000,구코드,4689036000,1285036000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,소안면
1285037000,4689037000,구코드,4689037000,1285037000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,금당면
1285038000,4689038000,구코드,4689038000,1285038000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,보길면
1285039000,4689039000,구코드,4689039000,1285039000,2026-06-30,전라남도,완도군,전남광주통합특별시,완도군,생일면
1286025000,4690025000,구코드,4690025000,1286025000,2026-06-30,전라남도,진도군,전남광주통합특별시,진도군,진도읍
1286031000,4690031000,구코드,4690031000,1286031000,2026-06-30,전라남도,진도군,전남광주통합특별시,진도군,군내면
1286032000,4690032000,구코드,4690032000,1286032000,2026-06-30,전라남도,진도군,전남광주통합특별시,진도군,고군면
1286033000,4690033000,구코드,4690033000,1286033000,2026-06-30,전라남도,진도군,전남광주통합특별시,진도군,의신면
1286034000,4690034000,구코드,4690034000,1286034000,2026-06-30,전라남도,진도군,전남광주통합특별시,진도군,임회면
1286035000,4690035000,구코드,4690035000,1286035000,2026-06-30,전라남도,진도군,전남광주통합특별시,진도군,지산면
1286036000,4690036000,구코드,4690036000,1286036000,2026-06-30,전라남도,진도군,전남광주통합특별시,진도군,조도면
1287025000,4691025000,구코드,4691025000,1287025000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,지도읍
1287025300,4691025300,구코드,4691025300,1287025300,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,압해읍
1287031000,4691031000,구코드,4691031000,1287031000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,증도면
1287032000,4691032000,구코드,4691032000,1287032000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,임자면
1287033000,4691033000,구코드,4691033000,1287033000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,자은면
1287034000,4691034000,구코드,4691034000,1287034000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,비금면
1287035000,4691035000,구코드,4691035000,1287035000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,도초면
1287036000,4691036000,구코드,4691036000,1287036000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,흑산면
1287037000,4691037000,구코드,4691037000,1287037000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,하의면
1287038000,4691038000,구코드,4691038000,1287038000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,신의면
1287039000,4691039000,구코드,4691039000,1287039000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,장산면
1287040000,4691040000,구코드,4691040000,1287040000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,안좌면
1287041000,4691041000,구코드,4691041000,1287041000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,팔금면
1287042000,4691042000,구코드,4691042000,1287042000,2026-06-30,전라남도,신안군,전남광주통합특별시,신안군,암태면
