코드,기준코드,기준,구코드,신코드,변경일,구_시도명,구_시군구명,신_시도명,신_시군구명,읍면동명
4119010100,4119210100,신코드,4119010100,4119210100,2023-12-29,경기도,부천시,경기도,부천시원미구,원미동
4119010200,4119210200,신코드,4119010200,4119210200,2023-12-29,경기도,부천시,경기도,부천시원미구,심곡동
4119010300,4119210300,신코드,4119010300,4119210300,2023-12-29,경기도,부천시,경기도,부천시원미구,춘의동
4119010400,4119210400,신코드,4119010400,4119210400,2023-12-29,경기도,부천시,경기도,부천시원미구,도당동
4119010500,4119210500,신코드,4119010500,4119210500,2023-12-29,경기도,부천시,경기도,부천시원미구,약대동
4119010600,4119210600,신코드,4119010600,4119210600,2023-12-29,경기도,부천시,경기도,부천시원미구,소사동
4119010700,4119210700,신코드,4119010700,4119210700,2023-12-29,경기도,부천시,경기도,부천시원미구,역곡동
4119010800,4119210800,신코드,4119010800,4119210800,2023-12-29,경기도,부천시,경기도,부천시원미구,중동
4119010900,4119210900,신코드,4119010900,4119210900,2023-12-29,경기도,부천시,경기도,부천시원미구,상동
4119011000,4119410100,신코드,4119011000,4119410100,2023-12-29,경기도,부천시,경기도,부천시소사구,소사본동
4119011100,4119410200,신코드,4119011100,4119410200,2023-12-29,경기도,부천시,경기도,부천시소사구,심곡본동
4119011200,4119410300,신코드,4119011200,4119410300,2023-12-29,경기도,부천시,경기도,부천시소사구,범박동
4119011300,4119410400,신코드,4119011300,4119410400,2023-12-29,경기도,부천시,경기도,부천시소사구,괴안동
4119011400,4119410500,신코드,4119011400,4119410500,2023-12-29,경기도,부천시,경기도,부천시소사구,송내동
4119011500,4119410600,신코드,4119011500,4119410600,2023-12-29,경기도,부천시,경기도,부천시소사구,옥길동
4119011600,4119410700,신코드,4119011600,4119410700,2023-12-29,경기도,부천시,경기도,부천시소사구,계수동
4119011700,4119610100,신코드,4119011700,4119610100,2023-12-29,경기도,부천시,경기도,부천시오정구,오정동
4119011800,4119610200,신코드,4119011800,4119610200,2023-12-29,경기도,부천시,경기도,부천시오정구,여월동
4119011900,4119610300,신코드,4119011900,4119610300,2023-12-29,경기도,부천시,경기도,부천시오정구,작동
4119012000,4119610400,신코드,4119012000,4119610400,2023-12-29,경기도,부천시,경기도,부천시오정구,원종동
4119012100,4119610500,신코드,4119012100,4119610500,2023-12-29,경기도,부천시,경기도,부천시오정구,고강동
4119012200,4119610600,신코드,4119012200,4119610600,2023-12-29,경기도,부천시,경기도,부천시오정구,대장동
4119012300,4119610700,신코드,4119012300,4119610700,2023-12-29,경기도,부천시,경기도,부천시오정구,삼정동
4119012400,4119610800,신코드,4119012400,4119610800,2023-12-29,경기도,부천시,경기도,부천시오정구,내동
4159510100,4159011600,구코드,4159011600,4159510100,2026-02-01,경기도,화성시,경기도,화성시병점구,진안동
4159510200,4159011700,구코드,4159011700,4159510200,2026-02-01,경기도,화성시,경기도,화성시병점구,병점동
4159710100,4159011800,구코드,4159011800,4159710100,2026-02-01,경기도,화성시,경기도,화성시동탄구,능동
4159510400,4159011900,구코드,4159011900,4159510400,2026-02-01,경기도,화성시,경기도,화성시병점구,기산동
4159510500,4159012000,구코드,4159012000,4159510500,2026-02-01,경기도,화성시,경기도,화성시병점구,반월동
4159510600,4159012100,구코드,4159012100,4159510600,2026-02-01,경기도,화성시,경기도,화성시병점구,반정동
4159510700,4159012200,구코드,4159012200,4159510700,2026-02-01,경기도,화성시,경기도,화성시병점구,황계동
4159310100,4159012300,구코드,4159012300,4159310100,2026-02-01,경기도,화성시,경기도,화성시효행구,배양동
4159310200,4159012400,구코드,4159012400,4159310200,2026-02-01,경기도,화성시,경기도,화성시효행구,기안동
4159510800,4159012500,구코드,4159012500,4159510800,2026-02-01,경기도,화성시,경기도,화성시병점구,송산동
4159510900,4159012600,구코드,4159012600,4159510900,2026-02-01,경기도,화성시,경기도,화성시병점구,안녕동
4159710200,4159012700,구코드,4159012700,4159710200,2026-02-01,경기도,화성시,경기도,화성시동탄구,반송동
4159710300,4159012800,구코드,4159012800,4159710300,2026-02-01,경기도,화성시,경기도,화성시동탄구,석우동
4159710500,4159013000,구코드,4159013000,4159710500,2026-02-01,경기도,화성시,경기도,화성시동탄구,청계동
4159710600,4159013100,구코드,4159013100,4159710600,2026-02-01,경기도,화성시,경기도,화성시동탄구,영천동
4159710700,4159013200,구코드,4159013200,4159710700,2026-02-01,경기도,화성시,경기도,화성시동탄구,중동
4159710800,4159013300,구코드,4159013300,4159710800,2026-02-01,경기도,화성시,경기도,화성시동탄구,신동
4159710900,4159013400,구코드,4159013400,4159710900,2026-02-01,경기도,화성시,경기도,화성시동탄구,목동
4159711000,4159013500,구코드,4159013500,4159711000,2026-02-01,경기도,화성시,경기도,화성시동탄구,산척동
4159711100,4159013600,구코드,4159013600,4159711100,2026-02-01,경기도,화성시,경기도,화성시동탄구,장지동
4159711200,4159013700,구코드,4159013700,4159711200,2026-02-01,경기도,화성시,경기도,화성시동탄구,송동
4159711300,4159013800,구코드,4159013800,4159711300,2026-02-01,경기도,화성시,경기도,화성시동탄구,방교동
4159711400,4159013900,구코드,4159013900,4159711400,2026-02-01,경기도,화성시,경기도,화성시동탄구,금곡동
4159325000,4159025300,구코드,4159025300,4159325000,2026-02-01,경기도,화성시,경기도,화성시효행구,봉담읍
4159125000,4159025600,구코드,4159025600,4159125000,2026-02-01,경기도,화성시,경기도,화성시만세구,우정읍
4159125300,4159025900,구코드,4159025900,4159125300,2026-02-01,경기도,화성시,경기도,화성시만세구,향남읍
4159125600,4159026200,구코드,4159026200,4159125600,2026-02-01,경기도,화성시,경기도,화성시만세구,남양읍
4159331000,4159031000,구코드,4159031000,4159331000,2026-02-01,경기도,화성시,경기도,화성시효행구,매송면
4159332000,4159032000,구코드,4159032000,4159332000,2026-02-01,경기도,화성시,경기도,화성시효행구,비봉면
4159131000,4159033000,구코드,4159033000,4159131000,2026-02-01,경기도,화성시,경기도,화성시만세구,마도면
4159132000,4159034000,구코드,4159034000,4159132000,2026-02-01,경기도,화성시,경기도,화성시만세구,송산면
4159133000,4159035000,구코드,4159035000,4159133000,2026-02-01,경기도,화성시,경기도,화성시만세구,서신면
4159134000,4159036000,구코드,4159036000,4159134000,2026-02-01,경기도,화성시,경기도,화성시만세구,팔탄면
4159135000,4159037000,구코드,4159037000,4159135000,2026-02-01,경기도,화성시,경기도,화성시만세구,장안면
4159136000,4159040000,구코드,4159040000,4159136000,2026-02-01,경기도,화성시,경기도,화성시만세구,양감면
4159333000,4159041000,구코드,4159041000,4159333000,2026-02-01,경기도,화성시,경기도,화성시효행구,정남면
2812510800,2811010100,구코드,2811010100,2812510800,2026-06-30,인천광역시,중구,인천광역시,제물포구,중앙동1가
2812510900,2811010200,구코드,2811010200,2812510900,2026-06-30,인천광역시,중구,인천광역시,제물포구,중앙동2가
2812511000,2811010300,구코드,2811010300,2812511000,2026-06-30,인천광역시,중구,인천광역시,제물포구,중앙동3가
2812511100,2811010400,구코드,2811010400,2812511100,2026-06-30,인천광역시,중구,인천광역시,제물포구,중앙동4가
2812511200,2811010500,구코드,2811010500,2812511200,2026-06-30,인천광역시,중구,인천광역시,제물포구,해안동1가
2812511300,2811010600,구코드,2811010600,2812511300,2026-06-30,인천광역시,중구,인천광역시,제물포구,해안동2가
2812511400,2811010700,구코드,2811010700,2812511400,2026-06-30,인천광역시,중구,인천광역시,제물포구,해안동3가
2812511500,2811010800,구코드,2811010800,2812511500,2026-06-30,인천광역시,중구,인천광역시,제물포구,해안동4가
2812511600,2811010900,구코드,2811010900,2812511600,2026-06-30,인천광역시,중구,인천광역시,제물포구,관동1가
2812511700,2811011000,구코드,2811011000,2812511700,2026-06-30,인천광역시,중구,인천광역시,제물포구,관동2가
2812511800,2811011100,구코드,2811011100,2812511800,2026-06-30,인천광역시,중구,인천광역시,제물포구,관동3가
2812511900,2811011200,구코드,2811011200,2812511900,2026-06-30,인천광역시,중구,인천광역시,제물포구,항동1가
2812512000,2811011300,구코드,2811011300,2812512000,2026-06-30,인천광역시,중구,인천광역시,제물포구,항동2가
2812512100,2811011400,구코드,2811011400,2812512100,2026-06-30,인천광역시,중구,인천광역시,제물포구,항동3가
2812512200,2811011500,구코드,2811011500,2812512200,2026-06-30,인천광역시,중구,인천광역시,제물포구,항동4가
2812512300,2811011600,구코드,2811011600,2812512300,2026-06-30,인천광역시,중구,인천광역시,제물포구,항동5가
2812512400,2811011700,구코드,2811011700,2812512400,2026-06-30,인천광역시,중구,인천광역시,제물포구,항동6가
2812512500,2811011800,구코드,2811011800,2812512500,2026-06-30,인천광역시,중구,인천광역시,제물포구,항동7가
2812512600,2811011900,구코드,2811011900,2812512600,2026-06-30,인천광역시,중구,인천광역시,제물포구,송학동1가
2812512700,2811012000,구코드,2811012000,2812512700,2026-06-30,인천광역시,중구,인천광역시,제물포구,송학동2가
2812512800,2811012100,구코드,2811012100,2812512800,2026-06-30,인천광역시,중구,인천광역시,제물포구,송학동3가
2812512900,2811012200,구코드,2811012200,2812512900,2026-06-30,인천광역시,중구,인천광역시,제물포구,사동
2812513000,2811012300,구코드,2811012300,2812513000,2026-06-30,인천광역시,중구,인천광역시,제물포구,신생동
2812513100,2811012400,구코드,2811012400,2812513100,2026-06-30,인천광역시,중구,인천광역시,제물포구,신포동
2812513200,2811012500,구코드,2811012500,2812513200,2026-06-30,인천광역시,중구,인천광역시,제물포구,답동
2812513300,2811012600,구코드,2811012600,2812513300,2026-06-30,인천광역시,중구,인천광역시,제물포구,신흥동1가
2812513400,2811012700,구코드,2811012700,2812513400,2026-06-30,인천광역시,중구,인천광역시,제물포구,신흥동2가
2812513500,2811012800,구코드,2811012800,2812513500,2026-06-30,인천광역시,중구,인천광역시,제물포구,신흥동3가
2812513600,2811012900,구코드,2811012900,2812513600,2026-06-30,인천광역시,중구,인천광역시,제물포구,선화동
2812513700,2811013000,구코드,2811013000,2812513700,2026-06-30,인천광역시,중구,인천광역시,제물포구,유동
2812513800,2811013100,구코드,2811013100,2812513800,2026-06-30,인천광역시,중구,인천광역시,제물포구,율목동
2812513900,2811013200,구코드,2811013200,2812513900,2026-06-30,인천광역시,중구,인천광역시,제물포구,도원동
2812514000,2811013300,구코드,2811013300,2812514000,2026-06-30,인천광역시,중구,인천광역시,제물포구,내동
2812514100,2811013400,구코드,2811013400,2812514100,2026-06-30,인천광역시,중구,인천광역시,제물포구,경동
2812514200,2811013500,구코드,2811013500,2812514200,2026-06-30,인천광역시,중구,인천광역시,제물포구,용동
2812514300,2811013600,구코드,2811013600,2812514300,2026-06-30,인천광역시,중구,인천광역시,제물포구,인현동
2812514400,2811013700,구코드,2811013700,2812514400,2026-06-30,인천광역시,중구,인천광역시,제물포구,전동
2812514500,2811013800,구코드,2811013800,2812514500,2026-06-30,인천광역시,중구,인천광역시,제물포구,북성동1가
2812514600,2811013900,구코드,2811013900,2812514600,2026-06-30,인천광역시,중구,인천광역시,제물포구,북성동2가
2812514700,2811014000,구코드,2811014000,2812514700,2026-06-30,인천광역시,중구,인천광역시,제물포구,북성동3가
2812514800,2811014100,구코드,2811014100,2812514800,2026-06-30,인천광역시,중구,인천광역시,제물포구,선린동
2812514900,2811014200,구코드,2811014200,2812514900,2026-06-30,인천광역시,중구,인천광역시,제물포구,송월동1가
2812515000,2811014300,구코드,2811014300,2812515000,2026-06-30,인천광역시,중구,인천광역시,제물포구,송월동2가
2812515100,2811014400,구코드,2811014400,2812515100,2026-06-30,인천광역시,중구,인천광역시,제물포구,송월동3가
2815510100,2811014500,구코드,2811014500,2815510100,2026-06-30,인천광역시,중구,인천광역시,영종구,중산동
2815510200,2811014600,구코드,2811014600,2815510200,2026-06-30,인천광역시,중구,인천광역시,영종구,운남동
2815510300,2811014700,구코드,2811014700,2815510300,2026-06-30,인천광역시,중구,인천광역시,영종구,운서동
2815510400,2811014800,구코드,2811014800,2815510400,2026-06-30,인천광역시,중구,인천광역시,영종구,운북동
2815510500,2811014900,구코드,2811014900,2815510500,2026-06-30,인천광역시,중구,인천광역시,영종구,을왕동
2815510600,2811015000,구코드,2811015000,2815510600,2026-06-30,인천광역시,중구,인천광역시,영종구,남북동
2815510700,2811015100,구코드,2811015100,2815510700,2026-06-30,인천광역시,중구,인천광역시,영종구,덕교동
2815510800,2811015200,구코드,2811015200,2815510800,2026-06-30,인천광역시,중구,인천광역시,영종구,무의동
2812510100,2814010100,구코드,2814010100,2812510100,2026-06-30,인천광역시,동구,인천광역시,제물포구,만석동
2812510200,2814010200,구코드,2814010200,2812510200,2026-06-30,인천광역시,동구,인천광역시,제물포구,화수동
2812510300,2814010300,구코드,2814010300,2812510300,2026-06-30,인천광역시,동구,인천광역시,제물포구,송현동
2812510400,2814010400,구코드,2814010400,2812510400,2026-06-30,인천광역시,동구,인천광역시,제물포구,화평동
2812510500,2814010500,구코드,2814010500,2812510500,2026-06-30,인천광역시,동구,인천광역시,제물포구,창영동
2812510600,2814010600,구코드,2814010600,2812510600,2026-06-30,인천광역시,동구,인천광역시,제물포구,금곡동
2812510700,2814010700,구코드,2814010700,2812510700,2026-06-30,인천광역시,동구,인천광역시,제물포구,송림동
2829010100,2826010100,구코드,2826010100,2829010100,2026-06-30,인천광역시,서구,인천광역시,검단구,백석동
2829010200,2826010200,구코드,2826010200,2829010200,2026-06-30,인천광역시,서구,인천광역시,검단구,시천동
2827510100,2826010300,구코드,2826010300,2827510100,2026-06-30,인천광역시,서구,인천광역시,서해구,검암동
2827510200,2826010400,구코드,2826010400,2827510200,2026-06-30,인천광역시,서구,인천광역시,서해구,경서동
2827510300,2826010500,구코드,2826010500,2827510300,2026-06-30,인천광역시,서구,인천광역시,서해구,공촌동
2827510400,2826010600,구코드,2826010600,2827510400,2026-06-30,인천광역시,서구,인천광역시,서해구,연희동
2827510500,2826010700,구코드,2826010700,2827510500,2026-06-30,인천광역시,서구,인천광역시,서해구,심곡동
2827510600,2826010800,구코드,2826010800,2827510600,2026-06-30,인천광역시,서구,인천광역시,서해구,가정동
2827510700,2826010900,구코드,2826010900,2827510700,2026-06-30,인천광역시,서구,인천광역시,서해구,신현동
2827510800,2826011000,구코드,2826011000,2827510800,2026-06-30,인천광역시,서구,인천광역시,서해구,석남동
2827510900,2826011100,구코드,2826011100,2827510900,2026-06-30,인천광역시,서구,인천광역시,서해구,원창동
2827511000,2826011200,구코드,2826011200,2827511000,2026-06-30,인천광역시,서구,인천광역시,서해구,가좌동
2829010300,2826011300,구코드,2826011300,2829010300,2026-06-30,인천광역시,서구,인천광역시,검단구,마전동
2829010400,2826011400,구코드,2826011400,2829010400,2026-06-30,인천광역시,서구,인천광역시,검단구,당하동
2829010500,2826011500,구코드,2826011500,2829010500,2026-06-30,인천광역시,서구,인천광역시,검단구,원당동
2829010600,2826011700,구코드,2826011700,2829010600,2026-06-30,인천광역시,서구,인천광역시,검단구,대곡동
2829010700,2826011800,구코드,2826011800,2829010700,2026-06-30,인천광역시,서구,인천광역시,검단구,금곡동
2829010800,2826011900,구코드,2826011900,2829010800,2026-06-30,인천광역시,서구,인천광역시,검단구,오류동
2829010900,2826012000,구코드,2826012000,2829010900,2026-06-30,인천광역시,서구,인천광역시,검단구,왕길동
2829011000,2826012100,구코드,2826012100,2829011000,2026-06-30,인천광역시,서구,인천광역시,검단구,불로동
2827511100,2826012200,구코드,2826012200,2827511100,2026-06-30,인천광역시,서구,인천광역시,서해구,청라동
1221010100,2911010100,구코드,2911010100,1221010100,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,대인동
1221010200,2911010200,구코드,2911010200,1221010200,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,금남로5가
1221010300,2911010300,구코드,2911010300,1221010300,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,충장로5가
1221010400,2911010400,구코드,2911010400,1221010400,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,수기동
1221010500,2911010500,구코드,2911010500,1221010500,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,대의동
1221010600,2911010600,구코드,2911010600,1221010600,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,궁동
1221010700,2911010700,구코드,2911010700,1221010700,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,장동
1221010800,2911010800,구코드,2911010800,1221010800,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,동명동
1221010900,2911010900,구코드,2911010900,1221010900,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,계림동
1221011000,2911011000,구코드,2911011000,1221011000,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,산수동
1221011100,2911011100,구코드,2911011100,1221011100,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,지산동
1221011200,2911011200,구코드,2911011200,1221011200,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,남동
1221011300,2911011300,구코드,2911011300,1221011300,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,광산동
1221011400,2911011400,구코드,2911011400,1221011400,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,금동
1221011500,2911011500,구코드,2911011500,1221011500,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,호남동
1221011600,2911011600,구코드,2911011600,1221011600,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,불로동
1221011700,2911011700,구코드,2911011700,1221011700,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,황금동
1221011800,2911011800,구코드,2911011800,1221011800,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,서석동
1221011900,2911011900,구코드,2911011900,1221011900,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,소태동
1221012000,2911012000,구코드,2911012000,1221012000,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,용연동
1221012100,2911012100,구코드,2911012100,1221012100,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,운림동
1221012200,2911012200,구코드,2911012200,1221012200,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,학동
1221012300,2911012300,구코드,2911012300,1221012300,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,월남동
1221012400,2911012400,구코드,2911012400,1221012400,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,선교동
1221012500,2911012500,구코드,2911012500,1221012500,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,내남동
1221012600,2911012600,구코드,2911012600,1221012600,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,용산동
1221012700,2911012700,구코드,2911012700,1221012700,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,충장로1가
1221012800,2911012800,구코드,2911012800,1221012800,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,충장로2가
1221012900,2911012900,구코드,2911012900,1221012900,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,충장로3가
1221013000,2911013000,구코드,2911013000,1221013000,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,충장로4가
1221013100,2911013100,구코드,2911013100,1221013100,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,금남로1가
1221013200,2911013200,구코드,2911013200,1221013200,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,금남로2가
1221013300,2911013300,구코드,2911013300,1221013300,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,금남로3가
1221013400,2911013400,구코드,2911013400,1221013400,2026-06-30,광주광역시,동구,전남광주통합특별시,동구,금남로4가
1224010400,2914010400,구코드,2914010400,1224010400,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,양동
1224010600,2914010600,구코드,2914010600,1224010600,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,농성동
1224011500,2914011500,구코드,2914011500,1224011500,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,광천동
1224011600,2914011600,구코드,2914011600,1224011600,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,유촌동
1224011700,2914011700,구코드,2914011700,1224011700,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,덕흥동
1224011800,2914011800,구코드,2914011800,1224011800,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,쌍촌동
1224011900,2914011900,구코드,2914011900,1224011900,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,화정동
1224012000,2914012000,구코드,2914012000,1224012000,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,치평동
1224012100,2914012100,구코드,2914012100,1224012100,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,내방동
1224012500,2914012500,구코드,2914012500,1224012500,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,서창동
1224012600,2914012600,구코드,2914012600,1224012600,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,세하동
1224012700,2914012700,구코드,2914012700,1224012700,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,용두동
1224012800,2914012800,구코드,2914012800,1224012800,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,풍암동
1224012900,2914012900,구코드,2914012900,1224012900,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,벽진동
1224013000,2914013000,구코드,2914013000,1224013000,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,금호동
1224013100,2914013100,구코드,2914013100,1224013100,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,마륵동
1224013200,2914013200,구코드,2914013200,1224013200,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,매월동
1224013300,2914013300,구코드,2914013300,1224013300,2026-06-30,광주광역시,서구,전남광주통합특별시,서구,동천동
1227010100,2915510100,구코드,2915510100,1227010100,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,사동
1227010200,2915510200,구코드,2915510200,1227010200,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,구동
1227010300,2915510300,구코드,2915510300,1227010300,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,서동
1227010400,2915510400,구코드,2915510400,1227010400,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,월산동
1227010500,2915510500,구코드,2915510500,1227010500,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,백운동
1227010600,2915510600,구코드,2915510600,1227010600,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,주월동
1227010700,2915510700,구코드,2915510700,1227010700,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,노대동
1227010800,2915510800,구코드,2915510800,1227010800,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,진월동
1227010900,2915510900,구코드,2915510900,1227010900,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,덕남동
1227011000,2915511000,구코드,2915511000,1227011000,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,행암동
1227011100,2915511100,구코드,2915511100,1227011100,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,임암동
1227011200,2915511200,구코드,2915511200,1227011200,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,송하동
1227011300,2915511300,구코드,2915511300,1227011300,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,양림동
1227011400,2915511400,구코드,2915511400,1227011400,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,방림동
1227011500,2915511500,구코드,2915511500,1227011500,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,봉선동
1227011600,2915511600,구코드,2915511600,1227011600,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,구소동
1227011700,2915511700,구코드,2915511700,1227011700,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,양촌동
1227011800,2915511800,구코드,2915511800,1227011800,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,도금동
1227011900,2915511900,구코드,2915511900,1227011900,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,승촌동
1227012000,2915512000,구코드,2915512000,1227012000,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,지석동
1227012100,2915512100,구코드,2915512100,1227012100,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,압촌동
1227012200,2915512200,구코드,2915512200,1227012200,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,화장동
1227012300,2915512300,구코드,2915512300,1227012300,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,칠석동
1227012400,2915512400,구코드,2915512400,1227012400,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,석정동
1227012500,2915512500,구코드,2915512500,1227012500,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,신장동
1227012600,2915512600,구코드,2915512600,1227012600,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,양과동
1227012700,2915512700,구코드,2915512700,1227012700,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,이장동
1227012800,2915512800,구코드,2915512800,1227012800,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,대지동
1227012900,2915512900,구코드,2915512900,1227012900,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,원산동
1227013000,2915513000,구코드,2915513000,1227013000,2026-06-30,광주광역시,남구,전남광주통합특별시,남구,월성동
1230010100,2917010100,구코드,2917010100,1230010100,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,중흥동
1230010200,2917010200,구코드,2917010200,1230010200,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,유동
1230010300,2917010300,구코드,2917010300,1230010300,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,누문동
1230010400,2917010400,구코드,2917010400,1230010400,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,북동
1230010500,2917010500,구코드,2917010500,1230010500,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,임동
1230010600,2917010600,구코드,2917010600,1230010600,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,신안동
1230010700,2917010700,구코드,2917010700,1230010700,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,용봉동
1230010800,2917010800,구코드,2917010800,1230010800,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,동림동
1230010900,2917010900,구코드,2917010900,1230010900,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,운암동
1230011000,2917011000,구코드,2917011000,1230011000,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,우산동
1230011100,2917011100,구코드,2917011100,1230011100,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,풍향동
1230011200,2917011200,구코드,2917011200,1230011200,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,문흥동
1230011300,2917011300,구코드,2917011300,1230011300,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,각화동
1230011400,2917011400,구코드,2917011400,1230011400,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,두암동
1230011500,2917011500,구코드,2917011500,1230011500,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,오치동
1230011600,2917011600,구코드,2917011600,1230011600,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,삼각동
1230011700,2917011700,구코드,2917011700,1230011700,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,매곡동
1230011800,2917011800,구코드,2917011800,1230011800,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,충효동
1230011900,2917011900,구코드,2917011900,1230011900,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,덕의동
1230012000,2917012000,구코드,2917012000,1230012000,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,금곡동
1230012100,2917012100,구코드,2917012100,1230012100,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,망월동
1230012200,2917012200,구코드,2917012200,1230012200,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,청풍동
1230012300,2917012300,구코드,2917012300,1230012300,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,화암동
1230012400,2917012400,구코드,2917012400,1230012400,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,장등동
1230012500,2917012500,구코드,2917012500,1230012500,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,운정동
1230012600,2917012600,구코드,2917012600,1230012600,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,본촌동
1230012700,2917012700,구코드,2917012700,1230012700,2026-06-30,광주광역시,북구,전남광주통합특별시,북구,일곡동
